Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,year,month,dayofweek,sales_lag_1
17,1,2015-06-29,10474,1022,1,1,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,11774.0
18,1,2015-06-29,11224,991,1,1,0,0,d,c,13840.0,6.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,10838.0
20,1,2015-06-29,12156,1136,1,1,0,0,d,a,2340.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,11417.0
21,1,2015-06-29,10608,696,1,1,0,0,c,c,550.0,10.0,1999.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,9921.0
24,1,2015-06-29,16618,1115,1,1,0,1,a,c,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,18220.0
27,1,2015-06-29,18736,1502,1,1,0,1,a,a,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,19780.0
28,1,2015-06-29,8496,753,1,1,0,0,a,a,1200.0,10.0,2014.0,1,6.0,2015.0,"Mar,Jun,Sept,Dec",2015,6,0,6959.0
30,1,2015-06-29,6701,753,1,1,0,1,a,a,40.0,2.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,6456.0
35,1,2015-06-29,21370,1119,1,1,0,1,d,c,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,21331.0
36,1,2015-06-29,12727,1273,1,1,0,0,a,c,540.0,6.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,12651.0
39,1,2015-06-29,8158,818,1,1,0,1,a,a,260.0,10.0,2006.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,8047.0
46,1,2015-06-29,8621,784,1,1,0,0,c,a,1200.0,9.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,8502.0
47,1,2015-06-29,11392,1174,1,1,0,0,a,c,270.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,13635.0
51,1,2015-06-29,10330,601,1,1,0,0,a,c,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,8905.0
52,1,2015-06-29,9885,543,1,1,0,0,d,c,450.0,4.0,2014.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,10587.0
54,1,2015-06-29,10446,769,1,1,0,0,d,c,7170.0,8.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,9186.0
56,1,2015-06-29,11070,652,1,1,0,0,d,c,6620.0,3.0,2012.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,9990.0
58,1,2015-06-29,14457,858,1,1,0,0,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,13845.0
59,1,2015-06-29,9924,831,1,1,0,0,a,c,2840.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,10268.0
61,1,2015-06-29,9380,780,1,1,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,7788.0
63,1,2015-06-29,10984,761,1,1,0,0,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2015,6,0,9991.0
65,1,2015-06-29,8478,615,1,1,0,0,a,c,13840.0,5.0,2010.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,9173.0
71,1,2015-06-29,15224,1026,1,1,0,1,a,a,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec",2015,6,0,13171.0
72,1,2015-06-29,9503,744,1,1,0,0,a,a,2200.0,12.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,10073.0
77,1,2015-06-29,12702,844,1,1,0,0,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,12214.0
78,1,2015-06-29,5119,575,1,1,0,0,a,a,3510.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,5600.0
81,1,2015-06-29,10348,674,1,1,0,0,a,a,2370.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,9880.0
82,1,2015-06-29,15283,1140,1,1,0,1,a,a,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,14893.0
86,1,2015-06-29,7957,796,1,1,0,1,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,8303.0
89,1,2015-06-29,9152,828,1,1,0,0,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,8186.0
96,1,2015-06-29,9347,775,1,1,0,0,a,a,8780.0,2.0,2005.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,10426.0
98,1,2015-06-29,9429,647,1,1,0,1,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,9808.0
99,1,2015-06-29,7528,577,1,1,0,0,c,c,2030.0,11.0,2003.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,8259.0
102,1,2015-06-29,12311,1386,1,1,0,1,a,a,150.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,13419.0
115,1,2015-06-29,9476,630,1,1,0,0,d,c,5740.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,10844.0
120,1,2015-06-29,12871,904,1,1,0,0,d,a,2290.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,11746.0
121,1,2015-06-29,7011,619,1,1,0,0,a,a,3570.0,11.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,0,6281.0
126,1,2015-06-29,8240,649,1,1,0,1,d,a,3370.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,8283.0
127,1,2015-06-29,9441,927,1,1,0,0,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,10698.0
133,1,2015-06-29,9152,871,1,1,0,0,a,a,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,9221.0
136,1,2015-06-29,8488,542,1,1,0,0,a,c,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2015,6,0,7255.0
137,1,2015-06-29,12070,1209,1,1,0,0,a,a,1730.0,7.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,12137.0
139,1,2015-06-29,11789,708,1,1,0,0,a,a,1700.0,1.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,10927.0
140,1,2015-06-29,12514,1314,1,1,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,11586.0
146,1,2015-06-29,13662,893,1,1,0,1,d,c,8050.0,10.0,1961.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,12669.0
149,1,2015-06-29,9070,663,1,1,0,0,d,a,2610.0,7.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,9423.0
153,1,2015-06-29,9786,687,1,1,0,1,a,a,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,9466.0
156,1,2015-06-29,11312,894,1,1,0,0,a,a,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,0,11008.0
162,1,2015-06-29,14082,786,1,1,0,0,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,13334.0
164,1,2015-06-29,12292,1004,1,1,0,0,a,a,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,11727.0
165,1,2015-06-29,5385,519,1,1,0,0,a,a,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,5832.0
166,1,2015-06-29,9464,1103,1,1,0,1,a,c,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,8926.0
169,1,2015-06-29,9727,681,1,1,0,1,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2015,6,0,8298.0
170,1,2015-06-29,7556,647,1,1,0,1,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,6141.0
177,1,2015-06-29,6309,655,1,1,0,0,a,a,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,6321.0
181,1,2015-06-29,11647,952,1,1,0,0,a,a,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,11538.0
186,1,2015-06-29,6049,491,1,1,0,0,a,a,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,6515.0
190,1,2015-06-29,12172,891,1,1,0,0,a,a,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,10763.0
191,1,2015-06-29,9627,875,1,1,0,0,a,a,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,8785.0
192,1,2015-06-29,19222,1102,1,1,0,0,d,c,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,19024.0
196,1,2015-06-29,8325,884,1,1,0,0,c,a,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,9550.0
198,1,2015-06-29,6349,526,1,1,0,0,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,5657.0
199,1,2015-06-29,12528,785,1,1,0,0,d,c,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,10709.0
204,1,2015-06-29,7791,646,1,1,0,0,a,a,5630.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,7833.0
209,1,2015-06-29,9846,876,1,1,0,0,a,c,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,9852.0
210,1,2015-06-29,4280,370,1,1,0,0,d,a,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,3917.0
213,1,2015-06-29,14289,874,1,1,0,1,d,c,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,14013.0
214,1,2015-06-29,14927,884,1,1,0,1,d,a,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,13749.0
223,1,2015-06-29,12787,1019,1,1,0,0,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,12726.0
229,1,2015-06-29,13477,940,1,1,0,0,d,c,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,14211.0
231,1,2015-06-29,6858,465,1,1,0,0,d,c,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",2015,6,0,5943.0
232,1,2015-06-29,4747,373,1,1,0,0,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,0,4885.0
235,1,2015-06-29,11270,699,1,1,0,0,a,a,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,9556.0
242,1,2015-06-29,8036,582,1,1,0,0,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,6538.0
244,1,2015-06-29,12217,825,1,1,0,1,d,a,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,9789.0
247,1,2015-06-29,11987,828,1,1,0,0,d,c,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,11634.0
248,1,2015-06-29,11034,1245,1,1,0,0,a,c,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,13314.0
254,1,2015-06-29,4327,314,1,1,0,0,d,a,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,3516.0
255,1,2015-06-29,9472,744,1,1,0,1,c,c,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,8229.0
256,1,2015-06-29,15114,1437,1,1,0,1,a,c,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,12964.0
258,1,2015-06-29,9244,658,1,1,0,0,a,a,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,7561.0
261,1,2015-06-29,21048,1295,1,1,0,0,d,c,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,20428.0
263,1,2015-06-29,6226,451,1,1,0,0,a,c,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,6048.0
266,1,2015-06-29,4961,570,1,1,0,0,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,0,5460.0
272,1,2015-06-29,11475,887,1,1,0,0,a,a,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,11479.0
275,1,2015-06-29,11644,880,1,1,0,0,d,a,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,10932.0
276,1,2015-06-29,5066,614,1,1,0,0,a,a,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,0,5865.0
280,1,2015-06-29,8154,601,1,1,0,0,d,c,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,7779.0
287,1,2015-06-29,11206,1004,1,1,0,0,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,10725.0
295,1,2015-06-29,9247,928,1,1,0,0,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,0,8643.0
296,1,2015-06-29,10781,952,1,1,0,0,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,6,0,9803.0
300,1,2015-06-29,11299,1138,1,1,0,0,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,12662.0
302,1,2015-06-29,4564,332,1,1,0,0,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,0,3954.0
303,1,2015-06-29,9712,901,1,1,0,1,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,9750.0
305,1,2015-06-29,9866,753,1,1,0,0,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,0,7604.0
306,1,2015-06-29,7317,651,1,1,0,0,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,6888.0
308,1,2015-06-29,14526,1151,1,1,0,1,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,15829.0
314,1,2015-06-29,8035,715,1,1,0,1,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,6974.0
317,1,2015-06-29,8302,672,1,1,0,0,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,7574.0
319,1,2015-06-29,10170,945,1,1,0,0,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,10793.0
321,1,2015-06-29,7433,635,1,1,0,0,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,8057.0
322,1,2015-06-29,10027,810,1,1,0,0,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,9391.0
323,1,2015-06-29,10740,786,1,1,0,0,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,9426.0
325,1,2015-06-29,8924,716,1,1,0,1,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,8158.0
326,1,2015-06-29,7231,513,1,1,0,0,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,7427.0
329,1,2015-06-29,11318,786,1,1,0,1,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,10269.0
334,1,2015-06-29,6674,593,1,1,0,1,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec",2015,6,0,6740.0
337,1,2015-06-29,6535,432,1,1,0,0,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,6,0,5932.0
343,1,2015-06-29,13655,936,1,1,0,1,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,13461.0
344,1,2015-06-29,17307,1735,1,1,0,0,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,18098.0
347,1,2015-06-29,6727,447,1,1,0,0,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,6036.0
351,1,2015-06-29,9647,647,1,1,0,1,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,7183.0
356,1,2015-06-29,8218,525,1,1,0,0,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2015,6,0,7215.0
361,1,2015-06-29,9397,753,1,1,0,0,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,7355.0
368,1,2015-06-29,17036,1039,1,1,0,0,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,6,0,15351.0
370,1,2015-06-29,12543,802,1,1,0,1,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,14142.0
371,1,2015-06-29,10190,710,1,1,0,0,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov",2015,6,0,9621.0
372,1,2015-06-29,16425,1017,1,1,0,1,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,15550.0
375,1,2015-06-29,16145,1074,1,1,0,0,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,17316.0
377,1,2015-06-29,11114,1183,1,1,0,0,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2015,6,0,14116.0
380,1,2015-06-29,21509,1638,1,1,0,1,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,20962.0
381,1,2015-06-29,13338,1225,1,1,0,0,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,11973.0
386,1,2015-06-29,12802,823,1,1,0,1,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,12981.0
391,1,2015-06-29,9706,893,1,1,0,1,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,8964.0
399,1,2015-06-29,10066,784,1,1,0,0,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,10417.0
400,1,2015-06-29,15873,1603,1,1,0,0,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,16609.0
401,1,2015-06-29,12812,968,1,1,0,0,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,13031.0
402,1,2015-06-29,8164,723,1,1,0,0,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,8857.0
405,1,2015-06-29,9227,715,1,1,0,1,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,8135.0
406,1,2015-06-29,11318,673,1,1,0,0,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,9282.0
407,1,2015-06-29,5238,393,1,1,0,0,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,4677.0
410,1,2015-06-29,11577,1063,1,1,0,1,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,9561.0
418,1,2015-06-29,8901,720,1,1,0,1,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,7488.0
421,1,2015-06-29,11820,1033,1,1,0,0,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2015,6,0,11510.0
427,1,2015-06-29,14411,1111,1,1,0,0,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,15774.0
428,1,2015-06-29,9721,684,1,1,0,0,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2015,6,0,7051.0
429,1,2015-06-29,8506,587,1,1,0,0,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,6943.0
434,1,2015-06-29,13734,884,1,1,0,0,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,12581.0
440,1,2015-06-29,7530,720,1,1,0,0,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2015,6,0,7729.0
446,1,2015-06-29,7538,775,1,1,0,1,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,6757.0
449,1,2015-06-29,18221,1881,1,1,0,0,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,18489.0
450,1,2015-06-29,12094,1072,1,1,0,0,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2015,6,0,10311.0
451,1,2015-06-29,10234,645,1,1,0,0,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,9672.0
452,1,2015-06-29,8067,594,1,1,0,0,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,7612.0
459,1,2015-06-29,13748,1434,1,1,0,0,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,15631.0
461,1,2015-06-29,6608,516,1,1,0,0,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,6826.0
477,1,2015-06-29,10102,658,1,1,0,0,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,10828.0
479,1,2015-06-29,15069,1521,1,1,0,0,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,17292.0
483,1,2015-06-29,8950,922,1,1,0,0,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,9492.0
487,1,2015-06-29,9400,721,1,1,0,0,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,11700.0
489,1,2015-06-29,14713,983,1,1,0,0,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,15859.0
490,1,2015-06-29,10371,1155,1,1,0,0,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,10628.0
492,1,2015-06-29,11651,1436,1,1,0,0,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,13123.0
500,1,2015-06-29,8084,529,1,1,0,0,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,8265.0
502,1,2015-06-29,15556,1768,1,1,0,0,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,18981.0
503,1,2015-06-29,12065,662,1,1,0,0,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,10787.0
506,1,2015-06-29,12268,1063,1,1,0,1,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2015,6,0,9985.0
507,1,2015-06-29,15498,914,1,1,0,1,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,14128.0
509,1,2015-06-29,11284,715,1,1,0,0,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,11415.0
514,1,2015-06-29,10166,853,1,1,0,0,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,11126.0
518,1,2015-06-29,12471,731,1,1,0,0,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2015,6,0,11309.0
519,1,2015-06-29,8894,710,1,1,0,0,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,8373.0
521,1,2015-06-29,7603,552,1,1,0,0,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2015,6,0,6969.0
522,1,2015-06-29,14489,874,1,1,0,0,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",2015,6,0,14723.0
534,1,2015-06-29,13886,809,1,1,0,0,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",2015,6,0,14085.0
536,1,2015-06-29,13118,1051,1,1,0,1,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov",2015,6,0,12883.0
537,1,2015-06-29,9999,893,1,1,0,0,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2015,6,0,11025.0
539,1,2015-06-29,14722,1304,1,1,0,0,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2015,6,0,15558.0
542,1,2015-06-29,9867,665,1,1,0,0,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,6,0,9408.0
